Unnamed: 0,0,neg,neu,pos,net,netconclude
570,['A month with the improved Samsung Galaxy Fold and I actually still like it '],0,0.682,0.318,0.318,Positive
571,['A bug lets any fingerprint unlock the Galaxy S10 and Note 10 and Samsung blames phone covers '],0.137,0.863,0,-0.137,Negative
572,['Samsung Galaxy Tab S6 review The last of a dying breed  '],0,1,0,0,Neutral
573,['This Samsung Galaxy Fold stunt filled me with hope and joy  '],0,0.599,0.401,0.401,Positive
574,['Samsung had to fix one thing with the Galaxy Watch Active2 '],0,1,0,0,Neutral
575,['The Samsung Galaxy Fold finally goes on sale this week again '],0,1,0,0,Neutral
576,['All the phone companies not named Apple and Samsung that you should care about '],0,0.814,0.186,0.186,Positive
577,['Samsung just released a smaller version of its famouslyhuge phone the Galaxy Note 10 Here are the differences be '],0,1,0,0,Neutral
578,['Can you spot the upgrades on the new Samsung Galaxy Fold  '],0,1,0,0,Neutral
579,['Samsung Galaxy Fold to launch in Korea on Sept 6 no official US release date listed yet  '],0.121,0.879,0,-0.121,Negative
580,['Samsung is supposedly working on a much cooler folding phone  '],0,1,0,0,Neutral
581,['Samsungs first Bixby speaker still isnt out but now theres a mini version '],0,1,0,0,Neutral
582,['Samsung probably got a lot of wedgies in high school '],0,1,0,0,Neutral
583,['One month with the improved Galaxy Fold and I actually still like it  '],0,0.663,0.337,0.337,Positive
584,['Hubble sees our galaxy sucking up a mysterious amount of gas  '],0,1,0,0,Neutral
585,['Galaxy Note 10 Review A smaller Note makes for better handling '],0,0.775,0.225,0.225,Positive
586,['Galaxy Note 10 alternate internets and Bernies climate plan best Gizmodo stories of the week '],0,0.781,0.219,0.219,Positive
587,['The Galaxy Note 10 is damn near perfect '],0.201,0.522,0.276,0.075,Positive
588,['Should you buy the Galaxy Note 10  ']-,0,1,0,0,Neutral
589,['Googles budget Chromebook might walk the fine line between high design and great value  '],0,0.591,0.409,0.409,Positive
590,['Could the Pixelbook Go be the best Chromebook of the year  '],0,0.724,0.276,0.276,Positive
591,['The Pixelbook Go is a smaller cheaper Googlemade Chromebook  '],0,1,0,0,Neutral
592,['New Pixel phones buds Chromebook Nest products and Stadia pics flashed up on screen No watch madebygoogle '],0.115,0.885,0,-0.115,Negative
593,[' RedmiNote8Pro  uses a 64 MP Samsung ISOCELL Bright GW1 sensor Catch all the live updates '],0,0.838,0.162,0.162,Positive
594,['Samsungs GalaxyFold nightmare continues A user has reported that the company logo on the hinge of the folding '],0,1,0,0,Neutral
595,['If youre interested in purchasing the  Galaxy Fold you can buy it from the official Samsung online s '],0,0.863,0.137,0.137,Positive
596,['Priced at Rs 164999 Samsung GalaxyFold is now open for prebooking Here is all you need to know '],0,1,0,0,Neutral
597,['samsunggalaxys10 series gets Night sight mode for selfies live focus video and more Report '],0,1,0,0,Neutral
598,[' Samsung GalaxyM10s comes in a single variant with 3 GB RAM and 32 GB storage which is priced at Rs '],0,1,0,0,Neutral
599,[' Samsung GalaxyM30s has been announced in two variants  6 GB RAM  128 GB storage priced at Rs 1699 '],0,1,0,0,Neutral
600,['With its 6000 mAh battery the Samsung GalaxyM30s might just be the phone to end all your battery life woes Ther '],0.121,0.879,0,-0.121,Negative
601,['Samsung launches GalaxyA905G in Korea at a price of 899900 WON which roughly translates to Rs 53000 '],0,0.783,0.217,0.217,Positive
602,['Samsung confirms that GalaxyFold will be available for purchase in Korea starting tomorrow  '],0,1,0,0,Neutral
603,['Samsungs just launched GalaxyA90 brings 5G support and a topend Snapdragon 855 chipset along with a triple rear '],0,0.781,0.219,0.219,Positive
604,['Samsung GalaxyM30s with whopper of a 6000 mAh battery to arrive on 18 September  '],0,1,0,0,Neutral
605,['Samsung Galaxy S11 series leaks hint at another foldable phone and at least three 5G smartphones '],0,1,0,0,Neutral
606,['The  GalaxyA10S can be purchased across all retail stores eShop Samsung Opera House and all major leadi '],0,1,0,0,Neutral
607,[' is worried that Samsung will benefit from the USChina trade war Report '],0.303,0.547,0.149,-0.154,Negative
608,[' s camera tests claim that Samsungs GalaxyNote10Plus shoots better photos than the HuaweiP30Pro'],0,0.805,0.195,0.195,Positive
609,['Samsung just announced a 108 MP image sensor for smartphones'],0,1,0,0,Neutral
610,['Samsungs new SPen is more magic wand than stylus  '],0,1,0,0,Neutral
611,['Samsung just announced that the GalaxyNote10 series will be priced starting Rs 69999 in India Heres a specs com '],0,1,0,0,Neutral
612,['     That was all from the Samsung Unpacked 2019 event We will send '],0,1,0,0,Neutral
613,['     The Samsung Galaxy Note 10 starts at a price of 949 whereas the '],0,1,0,0,Neutral
614,['     The Samsung Galaxy Book S priced at 999 and it will be availabl '],0,1,0,0,Neutral
615,['     Samsung claims the Galaxy Book S has a battery life of 23 hours'],0,1,0,0,Neutral
616,['    Samsung just announced a new laptop called the Galaxy Book S powered by th '],0,1,0,0,Neutral
617,['    Samsung DeX can now work with Windows laptops and MacBooks with just a USBC cable'],0,1,0,0,Neutral
618,['   With the tap of a button Samsung users will be able to mirror their screens on '],0,1,0,0,Neutral
619,['  Samsung is partnering with  for integrated experiences between mobile and laptop dev '],0,1,0,0,Neutral
620,[' Samsung partnered with  so that gamers can communicate with their friends while playing multipl '],0,0.741,0.259,0.259,Positive
621,[' Samsung is opening the S Pen SDK for developers to implement more functionality Note 10 users will also b '],0,1,0,0,Neutral
622,['Samsung GalaxyUnpacked event will be held on 8 August at 100 am IST here is how you can watch it live '],0,1,0,0,Neutral
623,['The 5G variant of the upcoming Samsung GalaxyNote10Plus gets an unofficial release date '],0,1,0,0,Neutral
624,['From Samsung GalaxyM40 to RedmiY3 here are all the smartphones will be available on discount during the upcoming '],0,1,0,0,Neutral
625,['Samsung GalaxyA80 is now on sale It comes with a flip camera 3700 mAh battery more Before you make the purcha '],0,1,0,0,Neutral
626,['Samsung Galaxy Tab S6 might feature an AMOLED display and latest Qualcomm Snapdragon 855 chipset Read more details '],0,1,0,0,Neutral
627,['Samsung GalaxyA80 with a rotating camera is now open for prebooking on  and the company website '],0,1,0,0,Neutral
628,['In what is possibly the most unnecessary leak of the year its been suggested that GalaxyS11 will be powered by t '],0.118,0.882,0,-0.118,Negative
629,[' has updated software to fix problems with fingerprint recognition features on GalaxyS10 and '],0.162,0.838,0,-0.162,Negative
630,[' has posted a statement suggesting Galaxy S10 and Note10 users remove the screen protectors and reregiste '],0,1,0,0,Neutral
631,[' is working on a fix that allowed any fingerprint to unlock the Galaxy S10 It uses an indisplay ult '],0,1,0,0,Neutral
632,[' has captured a stunning image of a spiral galaxy NGC 3717 that resides in the Hydra constellation '],0,0.86,0.14,0.14,Positive
633,[' GalaxyS10 series has reportedly already started receiving OneUI2 in the US'],0,1,0,0,Neutral
634,['iPhoneXR OnePlus7Pro GalaxyNote9 all selling at Rs 42999 at GreatIndianFestival on  '],0,1,0,0,Neutral
635,['AmazonGreatIndianFestival 2019 is live now From iPhonexr to Galaxynote9  here are the best deals that you will '],0,0.802,0.198,0.198,Positive
636,[' unveiled GalaxyWatchActive2  GalaxyWatch4G  GalaxyTabS6 in India To starting selling today on '],0,1,0,0,Neutral
637,['From OnePlus7TPro iPhone11Pro  galaxynote10Plus and huaweip30pro  lets see which one is the Flagship King'],0,0.903,0.097,0.097,Positive
638,['The IMEI manipulation security vulnerability affects the  Galaxy S8 S9 S10 S10e S10 Plus S10 5G '],0.2,0.683,0.117,-0.083,Negative
639,['The  GalaxyA20s has been announced in India for a starting price of Rs 11999'],0,1,0,0,Neutral
640,['GalaxyFold is finally arriving in India today Here is all you need to know  '],0,1,0,0,Neutral
641,['You can buy GalaxyFold starting tomorrow Here is all you need to know  '],0,1,0,0,Neutral
642,['From VivoV15Pro to GalaxyA50s here are the best smartphones under 25k to buy in October'],0,0.769,0.231,0.231,Positive
643,['Astronomers have discovered a 13billionyearold galaxy cluster that is the earliest ever observed'],0,1,0,0,Neutral
644,['  GalaxyNote10Plus impresses with design but doesnt give enough of a reason to upgrade Read all '],0,0.88,0.12,0.12,Positive
645,['From Realme2pro to galaxym20  here are the best budgetfriendly smartphones under 10k that you can purchase this '],0,0.802,0.198,0.198,Positive
646,['TheBigBillionDays sale is now live From galaxys9 to Asus6Z to Pixel3a  here are the best deals on smartphones '],0,0.811,0.189,0.189,Positive
647,['The  GalaxyWatchActive2 is priced at 279 and it is already on sale in the US '],0,1,0,0,Neutral
648,['You think GalaxyNote10 is heavy on your pocket Rumour has it that  might be working on an affordabl '],0,1,0,0,Neutral
649,['The  GalaxyA10s features a 62inch HD InfinityV display with a resolution of 720 x 1520 pixels Yo '],0,1,0,0,Neutral
650,['After a long delay the redesigned GalaxyFold priced at 1980 will finally make its way to the US on 27 Septembe '],0.103,0.897,0,-0.103,Negative
651,[' unveils GalaxyA20s with triple rear camera setup and a 65inch display'],0,1,0,0,Neutral
652,[' is going to start rolling out the Android10 beta program for the GalaxyNote10 and GalaxyS10 devi '],0,1,0,0,Neutral
653,['The newly launched  GalaxyM30s has to compete in an increasingly crowded budget to midrange smartpho '],0,0.909,0.091,0.091,Positive
654,[' The highlight of the GalaxyA30s is its 6000 mAh battery and a 48 MP triple camera setup '],0,0.876,0.124,0.124,Positive
655,[' has launched two new Mseries smartphones in India today  galaxym30s and GalaxyM10s '],0,0.897,0.103,0.103,Positive
656,[' galaxym30s with a 6000 mAh battery and a triple camera setup will launch today Before it goes of '],0,1,0,0,Neutral
657,['The  GalaxyA50s and GalaxyA30s feature a triple rear camera setup and an indisplay fingerprint sensor '],0,1,0,0,Neutral
658,['The  GalaxyM30s is about to be announced in India on 18 September '],0,1,0,0,Neutral
659,['  had started acontest for what looked like the GalaxyA50s through its social media channels sugges '],0,0.865,0.135,0.135,Positive
660,['The GalaxyFold will reportedly hit the shelves in the South Korean market on 6 September however  '],0,1,0,0,Neutral
661,[' upcoming GalaxyA90 may come with 5G support and a 48 MP triple camera setup '],0,0.838,0.162,0.162,Positive
662,['Leaks suggest that upcoming GalaxyA71 and GalaxyA91 might come with  10  '],0,1,0,0,Neutral
663,['Rumour has it that  might release its GalaxyFold in Korea on 6 September'],0,1,0,0,Neutral
664,[' has quietly launched the GalaxyA10s in India and it will be available for purchase starting tomorro '],0,0.919,0.081,0.081,Positive
665,[' is reportedly planning to launch a new smartphone under the Galaxy Mseries which will sport a trip '],0,1,0,0,Neutral
666,['The  GalaxyA50s and GalaxyA30s are slight upgrades over the Galaxy A50 and Galaxy A30 launched earlier'],0,0.909,0.091,0.091,Positive
667,['avengers fan  s got your back Marvelthemed cases are coming to GalaxyNote10  '],0,0.827,0.173,0.173,Positive
668,['Its official  GalaxyNote10 will launch in India on 20 August '],0,1,0,0,Neutral
669,['ICYMI the supermassive blackhole at the heart of our Milky Way galaxy Sagittarius A emitted a mysterious flas '],0,1,0,0,Neutral
670,['A strange flash of light was seen by astronomers from the blackhole are at the heart of our Milky Way galaxy '],0.079,0.921,0,-0.079,Negative
671,['The  Galaxy A70s will have specs similar to the Galaxy A70'],0,1,0,0,Neutral
672,['GalaxyNote10 and GalaxyNote10Plus prebookings have started in India and will go on till 22 August Here is how '],0,1,0,0,Neutral
673,[' benefitted the most from  troubles this past year With the brand new GalaxyNote10 its '],0.164,0.701,0.135,-0.029,Negative
674,['The new S Pen enables a lot of unique features on  Galaxy Note 10 series'],0,1,0,0,Neutral
675,['The  Unpacked 2019 event showcased a new Galaxy Book S laptop powered by  Snapdragon 8cx process '],0,1,0,0,Neutral
676,['  With reverse charging the Galaxy Watch Active 2 can be charged with the Note 10 Its priced a '],0.088,0.78,0.132,0.044,Positive
677,[' The new S Pen will be compatible with more devices including the newly announced Galaxy Tab S6'],0,1,0,0,Neutral
678,[' The Galaxy Note 10 and Note 10 Plus are official '],0,1,0,0,Neutral
679,['The  Galaxy Unpacked 2019 has begun where the company could be launching the Galaxy Note 10 Stay tuned for updates'],0,1,0,0,Neutral
680,['A few more hours to go for the GalaxyUnpacked event to kick off But before that here is a wrap of all the design '],0,1,0,0,Neutral
681,['Hours ahead of the official GalaxyUnpacked launch variants and pricing of the GalaxyNote10 smartphones have lea '],0,1,0,0,Neutral
682,['With just a day to go for the launch of the  GalaxyNote10Plus  points out the improvemen '],0,1,0,0,Neutral
683,['  brand new GalaxyWatchActive2 brings back bezel control without a rotating physical bezel '],0,1,0,0,Neutral
684,[' may unveil the Exynos 9825 chipset on 7 AugustGalaxyUnpacked '],0,1,0,0,Neutral
685,['Recent leaks suggest that GalaxyNote10 might hit the retail stores on 23 August  '],0,1,0,0,Neutral
686,['It appears  in an effort to compete with GalaxyFold had rushed its signature product the MateX '],0,1,0,0,Neutral
687,['This new colour variant for the  Galaxy Buds will be called Aura Glow and it will come in a silver case'],0,1,0,0,Neutral
688,['A new colour variant of the GalaxyNote10 series has leaked and its a gorgeous gradient of white blue purple and '],0.095,0.741,0.165,0.07,Positive
689,['The  GalaxyA10s is said to be powered by an Exynos chipset with a clock speed of 16GHz '],0,1,0,0,Neutral
690,['Are we finally going to see the  GalaxyFold launch soon '],0,1,0,0,Neutral
691,['  has officially taken the wraps off the Galaxy A80 smartphone in India and has priced the deviceRs 4799 '],0,1,0,0,Neutral
692,['Next are the Acer Helios 300 and 700 The Helios series packs  RTX graphics cards in the MaxQ desi '],0,1,0,0,Neutral
693,[' to unveil its S series in India on 7 August expected to launch VivoS1 '],0,1,0,0,Neutral
694,['Samsung ramps up its B2B partner and developer efforts  by  '],0,1,0,0,Neutral
695,['Samsung teases a clamshell foldable form factor  by  '],0.239,0.761,0,-0.239,Negative
696,['Samsungs new laptops charge phones with their touchpad  by  '],0,1,0,0,Neutral
697,['Samsung confirms glaring S10 fingerprint reader flaw promises fix  by  '],0,0.794,0.206,0.206,Positive
698,['Samsung opens Android 10 One UI beta ahead of final launch  by  '],0,1,0,0,Neutral
699,['Samsungs Galaxy Fold concierge service is live in the US for those who need it  by  '],0,1,0,0,Neutral
700,['Samsungs Galaxy Watch Active 2 is a solid smartwatch for Android users  by  '],0,0.699,0.301,0.301,Positive
701,['Life with the Samsung Galaxy Fold  by  '],0,1,0,0,Neutral
702,['Samsung pulls the plug on Chinese smartphone production  by  '],0,1,0,0,Neutral
703,['Samsungs new rebooted Galaxy arrives this week with one job it just needs to not break '],0,1,0,0,Neutral
704,['Samsung Galaxy Fold take two  by  ']--,0,1,0,0,Neutral
705,['Five months later Samsungs Galaxy Fold arrives this week  by  '],0,1,0,0,Neutral
706,['Samsungs Galaxy Tab S6 combines creative flexibility with great design  by  '],0,0.489,0.511,0.511,Positive
707,['After announcing Galaxy Fold release date Samsung cancels older preorders  by  '],0.147,0.853,0,-0.147,Negative
708,['Samsungs Galaxy Fold arrives in Korea September 6 US in coming weeks  by  '],0,1,0,0,Neutral
709,['Samsungs Note 10 is available today starting at 949  by  '],0,1,0,0,Neutral
710,['Samsung Galaxy Note 10 review  by  ']-,0,1,0,0,Neutral
711,['The Galaxy Fold is now available for purchase in the US '],0,1,0,0,Neutral
712,['The Galaxy Fold is now available for purchase in the US  by  '],0,1,0,0,Neutral
713,['My Galaxy Fold display is damaged after a day  by  '],0.244,0.756,0,-0.244,Negative
714,['IoT security startup Particle has raised 40 million in its Series C round '],0,0.833,0.167,0.167,Positive
715,['German tech investor leads Series A for Germanys first medical Cannabis startup  by '],0,1,0,0,Neutral
716,['Heres the first trailer for the upcoming Disney Star Wars series The Mandalorian  by  '],0.205,0.795,0,-0.205,Negative
717,['Pixelbook Go review a Chromebook in search of meaning  by  '],0,1,0,0,Neutral
718,['Up close with Googles budget Chromebook the Pixelbook Go  by  '],0,1,0,0,Neutral
719,['Google launches the 649 Pixelbook Go Chromebook  by  '],0,1,0,0,Neutral
720,['Samsung brings QLED to the midrange  our handson Samsung Galaxy Book Ion review  '],0,1,0,0,Neutral
721,['We saw it today  Samsung is teasing a Galaxy Home Mini before launching the actual Galaxy Home '],0.075,0.925,0,-0.075,Negative
722,['Samsungs flagship laptops go QLED  our handson Samsung Galaxy Book Flex review  '],0,0.896,0.104,0.104,Positive
723,['Samsungs clamshell foldable design is the future of the Galaxy Fold  '],0,1,0,0,Neutral
724,['Samsung introduces a fleet of Ultrabooks with the first QLED displays for laptops  '],0,1,0,0,Neutral
725,['Is this a case of Samsung borrowing a popular idea from Apple '],0,0.781,0.219,0.219,Positive
726,['Black Friday TV sale at Walmart early access deals from Vizio Samsung amp more '],0,1,0,0,Neutral
727,['When it comes to the Samsung Galaxy S11 weve got a list of the things wed like to see Because its never too ea '],0,0.902,0.098,0.098,Positive
728,['Samsung Sony Moto and more phones set to issue Android 10 update by end of year  '],0,1,0,0,Neutral
729,['The LG G8X ThinQ with Dual Screen a twoscreen foldable alternative onethird the price of a Samsung Galaxy Fold '],0,1,0,0,Neutral
730,['Samsungs Galaxy Fold finally arrives in Australia next week '],0,1,0,0,Neutral
731,['Samsungs Galaxy Fold 2 could arrive as soon as April 2020 '],0,1,0,0,Neutral
732,['US readers this is the cheapest Samsung laptop weve seen this year and its a real stunner '],0,1,0,0,Neutral
733,['Samsung Galaxy Note 11 could have an inscreen camera  '],0,1,0,0,Neutral
734,['Will the Samsung Galaxy S11 be a device designed for viewing movies '],0,1,0,0,Neutral
735,['Samsung Galaxy S10 Lite or S11 Lite could be in the works  '],0,1,0,0,Neutral
736,['Samsung Galaxy Note 10 Lite could be real and coming in two shades  '],0,1,0,0,Neutral
737,['Samsung Portable SSD T5 is the games library you can fit in your pocket  ad '],0,0.857,0.143,0.143,Positive
738,['A Samsung NVMe SSD 970 EVO Plus is the right fit for todays storagehungry games  ad '],0,0.865,0.135,0.135,Positive
739,['Samsung Galaxy S11 could have some serious camera upgrades  '],0.126,0.874,0,-0.126,Negative
740,['Samsung Galaxy S11 could land on February 18  '],0,1,0,0,Neutral
741,['You can save 150 on this Samsung 4K TV and JBL soundbar bundle '],0,0.802,0.198,0.198,Positive
742,['The Wall is here you can now put Samsungs 292inch TV in your living room '],0,1,0,0,Neutral
743,['Samsung Galaxy Home speaker will it ever be released '],0,1,0,0,Neutral
744,['The Wall is here you can now put Samsungs 292inch TV in your living room  '],0,1,0,0,Neutral
745,['Samsung Galaxy Watch Active 2 review  '],0,0.649,0.351,0.351,Positive
746,['Samsung Galaxy S11 camera could have a 108MP sensor as well as a powerful zoom  '],0,0.71,0.29,0.29,Positive
747,['The best smartphone right now is the Samsung Galaxy S10 Plus  '],0,0.724,0.276,0.276,Positive
748,['And the Samsung Galaxy Fold breaks again  '],0,1,0,0,Neutral
749,['Redesigned Samsung Galaxy Fold units have totally new ways of breaking  '],0,1,0,0,Neutral
750,['Samsung Galaxy Note 10 Lite could be in the works  '],0,1,0,0,Neutral
751,['The refined Samsung Galaxy Fold is officially available in the US  '],0,1,0,0,Neutral
752,['Our full Samsung Galaxy Watch Active 2 review  '],0,0.722,0.278,0.278,Positive
753,['Your Samsung Galaxy S10 is about to get better with these Note 10 features  '],0,0.828,0.172,0.172,Positive
754,['We know this will make some of you very cross but the best smartphone right now is STILL the Samsung Galaxy S10 Pl '],0,0.799,0.201,0.201,Positive
755,['How big is too big Samsung CRG9 review '],0,1,0,0,Neutral
756,['How big is too big Samsung CRG9 review  '],0,1,0,0,Neutral
757,['Huawei Samsung Oppo LG and OnePlus have all made 5G phones so why is Apple behind   '],0,1,0,0,Neutral
758,['Samsung Galaxy S11 could have a key iPhone 11 camera feature  '],0,1,0,0,Neutral
759,['The best Android tablet on the market our review of the Samsung Galaxy Tab S6  '],0,0.781,0.219,0.219,Positive
760,['Samsungs 5G 8K TV promises to make Netflix streaming faster than ever '],0,0.822,0.178,0.178,Positive
761,['RT  Shame Shame Shame Samsung  WefiesNokia  BothfiesHuawei  GroufiesApple  Slofies'],0.608,0.392,0,-0.608,Negative
762,['Samsung Galaxy Tab S6 now available in the US Galaxy Watch Active 2 up for preorder  '],0,0.847,0.153,0.153,Positive
763,['Samsung Galaxy Fold preorders have been canceled just before release date  '],0,1,0,0,Neutral
764,['The Samsung Galaxy Fold is back  but whats changed for the rerelease Our handson with the refined version '],0,1,0,0,Neutral
765,['HDR10 finally gets the 8K treatment  but only on Samsung TVs  '],0,1,0,0,Neutral
766,['Samsung Galaxy Fold gets a release date redo starting September 6  '],0,1,0,0,Neutral
767,['Samsung Galaxy Fold release date is September 6 according to new leak  '],0.179,0.821,0,-0.179,Negative
768,['Samsung Galaxy Watch Active 2 release date set for UK  and its ahead of the US  '],0,0.847,0.153,0.153,Positive
769,['The next Samsung 5G phone could be the Galaxy A90  '],0,1,0,0,Neutral
770,['Is Samsung going to sneak in a Galaxy Fold relaunch before Apple can debut the iPhone 11  '],0,1,0,0,Neutral
771,['Samsungs Galaxy Fold could relaunch next week ending months of delays '],0,1,0,0,Neutral
772,['This is exactly why your Samsung Galaxy Note 10 needs a case  '],0,1,0,0,Neutral
773,['iPhone 11 could have its own competitor to Samsungs Live Focus Video  '],0,1,0,0,Neutral
774,['Samsung Galaxy Home release date hopes finally raised by beta rollout '],0,0.797,0.203,0.203,Positive
775,['The end of OLED TVs How Samsungs QDOLED hybrid could shake up the market  '],0.108,0.892,0,-0.108,Negative
776,['Fast charging tipped to be one of the key features of the Samsung Galaxy A90  '],0,1,0,0,Neutral
777,['4 12 s Our Samsung Galaxy Note 10 Plus review  '],0,1,0,0,Neutral
778,['The S Pen was always more than the little plasticandrubber sticks that with olds PDAs but this time Samsung has '],0,1,0,0,Neutral
779,['If the iPhone Pro exists itll be a XXL version of the Apple phone Would that challenge Samsungs success with '],0,0.783,0.217,0.217,Positive
780,['Microsoft admits the Windows 10 Your Phone app works best with Samsung Galaxy Note 10  '],0,0.686,0.314,0.314,Positive
781,['Samsung Galaxy Note 10 Plus ongoing camera review and the first 72 hours  '],0,1,0,0,Neutral
782,['How to disable Bixby on your Samsung phone and Samsung TV  '],0,1,0,0,Neutral
783,['Our initial thoughts on the Samsung Galaxy Note 10  '],0,1,0,0,Neutral
784,['Leaks suggest graphene will supercharge future Samsung phone batteries  '],0,1,0,0,Neutral
785,['Lets take a look at those iPhone Pro rumors and how they may affect Samsung shall we  '],0,1,0,0,Neutral
786,['RT  My first 24 hours w Samsung Galaxy Note 10 on  Loving almost everything especially the three camera perspectiv'],0,0.813,0.187,0.187,Positive
787,['Samsung phone leak points to whopping 108MP camera  but is it real  '],0.124,0.876,0,-0.124,Negative
788,['Samsung Galaxy Tab A 105 2018 review  '],0,1,0,0,Neutral
789,['Samsung Galaxy Note 10 Plus unboxing and first 24 hours  '],0,1,0,0,Neutral
790,['Samsung Galaxy A10 is about to receive a newer better sibling  '],0,0.775,0.225,0.225,Positive
791,['New Samsung phone battery tech could be a huge boost to Galaxy S12  '],0,0.688,0.312,0.312,Positive
792,['Samsung Galaxy Watch Active 2 vs Apple Watch 4 which smartwatch is for you  '],0,0.816,0.184,0.184,Positive
793,['Move over 64MP Samsung unveils 108MP camera sensor destined for Xiaomi phone  '],0,1,0,0,Neutral
794,['Samsung Galaxy Book S vs Microsoft Surface Pro 6  '],0,1,0,0,Neutral
795,['Hands on Samsung Galaxy Book S review  '],0,1,0,0,Neutral
796,['Samsung Galaxy S11s chipset may have just been benchmarked  '],0,1,0,0,Neutral
797,['Samsung Galaxy Note 10 isnt for you if youre into mobile virtual reality  '],0,1,0,0,Neutral
798,['Samsungs biggest phone yet  in more ways than one '],0,1,0,0,Neutral
799,['If you want an Apple Watch but dont have an iPhone then your best bet might be the Samsung Galaxy Watch Active 2 '],0,0.656,0.344,0.344,Positive
800,['Heres every official detail on Samsungs new laptop the Samsung Galaxy Book S  '],0,1,0,0,Neutral
801,['Developing our first take on the Samsung Galaxy Book S  '],0,1,0,0,Neutral
802,[' Or maybe Drake shows up to announce a Samsung streaming service'],0,1,0,0,Neutral
803,['RT  The Galaxy Watch Active 2 does a cameo alongside the GalaxyNote10 at the SamsungEvent '],0,0.828,0.172,0.172,Positive
804,['RT  This is how AR Doodle looks on the Samsung Galaxy Note 10 Plus Its sort of like Instagram or Snapchat filters but you make'],0,0.937,0.063,0.063,Positive
805,['Samsungs built a smaller Galaxy Note 10 and we can tell you all about it '],0,1,0,0,Neutral
806,['Shh Its starting samsungunpacked2019 '],0,1,0,0,Neutral
807,['SamsungUnpacked kicks off in just minutes Ready to see the Galaxy Note 10 for the first time So are we '],0,0.889,0.111,0.111,Positive
808,['Which new Samsung device are you most looking forward to '],0,1,0,0,Neutral
809,['The SamsungEvent kicks off in one hour Brace yourselves for the muchanticipated Note 10Follow Samsungs lives '],0,1,0,0,Neutral
810,['Heres what were hoping to see from this supposed Samsung Galaxy Book S at the SamsungEvent in a little while '],0,0.865,0.135,0.135,Positive
811,['A monstersized 68inch Galaxy Note 10 could be revealed during todays SamsungEvent Are your hands  big enough for it  '],0,1,0,0,Neutral
812,['Samsung Galaxy Note 10 official photo and specs leaked  '],0.204,0.796,0,-0.204,Negative
813,['Samsungs nextgeneration SSDs promise blazingfast speeds  '],0,0.723,0.277,0.277,Positive
814,['Samsung Galaxy Note 10 range leaked three times over including by Samsung itself  '],0.15,0.85,0,-0.15,Negative
815,['Samsung Galaxy Tab S6 vs iPad Pro 2018 clash of the professional tablets  '],0,1,0,0,Neutral
816,['JUST ANNOUNCED Samsung Galaxy Watch Active 2 has a rotating bezel that doesnt rotate  '],0,0.816,0.184,0.184,Positive
817,['Samsung Galaxy Note 10 price might not be any higher than Note 9  '],0,1,0,0,Neutral
818,['Samsung Galaxy Tab S6 is official and could be a true iPad Pro rival  '],0,0.823,0.177,0.177,Positive
819,['Images of Samsungs upcoming Galaxy Book S laptop leak out  '],0.211,0.789,0,-0.211,Negative
820,['These could be the names of the 2020 Samsung Galaxy Aseries phones  '],0,1,0,0,Neutral
821,['Samsung Galaxy Note 10 Plus 5G version could go on sale on August 23  '],0,1,0,0,Neutral
822,['Samsung Galaxy Note 10 colors leak shows less exciting options than Note 9  '],0.147,0.675,0.178,0.031,Positive
823,['New Samsung Galaxy Note 10 leak all but confirms lack of headphone jack '],0.279,0.721,0,-0.279,Negative
824,['Planning on buying a new Samsung device With 256GB of memory for the price of 64 this Samsung Galaxy S9 Plus deal '],0,1,0,0,Neutral
825,['Samsung Galaxy Tab S6 vs Samsung Galaxy Tab S4 is the new pro tablet worth the full price  '],0,0.905,0.095,0.095,Positive
826,['Latest Samsung Galaxy Watch Active 2 leaks give us the best look at it yet  '],0,0.653,0.347,0.347,Positive
827,['8K could soon be the new normal for Samsung TVs  '],0,1,0,0,Neutral
828,['Samsung Galaxy Tab S6 live stream how to watch the big tablet launch live  '],0,1,0,0,Neutral
829,['Samsungs giving us a couple of early gifts ahead of the Note 10 launch on Aug 7 Today well see a new Galaxy Tab '],0,0.816,0.184,0.184,Positive
830,['OnePlus 7 Pro 5G beats Samsung Oppo and LG in speed tests  '],0,1,0,0,Neutral
831,['Samsung Galaxy Note 10 Plus confirmed by Samsung itself  '],0,1,0,0,Neutral
832,['The Samsung Galaxy Fold is bound for September  at least in some places  '],0,1,0,0,Neutral
833,['Samsung Galaxy Watch Active update will make it easier to use  '],0,0.645,0.355,0.355,Positive
834,['Samsung Galaxy Note 10 could have a smarter camera than Galaxy S10  '],0,0.786,0.214,0.214,Positive
835,['Samsung Galaxy Fold release date the fixed version will launch in September  '],0,1,0,0,Neutral
836,['Samsung Q60R QLED TV review Samsungs flagship screens without the flagship performance  '],0,0.797,0.203,0.203,Positive
837,['Samsung Galaxy Watch Active 2 leak hints its coming earlier than expected  '],0.159,0.662,0.179,0.02,Positive
838,['Samsung Galaxy Note 10 Plus may have five rear cameras Note 10 just three  '],0,1,0,0,Neutral
839,['Samsung Galaxy Note 10 Pro sounds allpowerful in this new specs leak  '],0.167,0.833,0,-0.167,Negative
840,['New Samsung Note 10 rumor suggests Zoom Audio and stylus gesture control  '],0,1,0,0,Neutral
841,['Samsung Galaxy Space could be the companys next 2in1 laptop  '],0,1,0,0,Neutral
