,0,neg,neu,pos,compound
1413,['Trump aide said Ukraine behind Democratic party hack documents  '],0.0,0.769,0.231,0.4019
1414,['Englands fouryear journey falls just short  '],0.0,1.0,0.0,0.0
1415,['Horse racing  Bricks and Mortar edges United in Breeders Turf  '],0.0,0.781,0.219,0.4215
1416,['Master plan paid dividends now Springboks must build  Erasmus  '],0.0,1.0,0.0,0.0
1417,['Horse racing  Blue Prize stuns Midnight Bisou in Breeders Distaff  '],0.0,0.672,0.328,0.5267
1418,['Horse racing  Uni bests Got Stormy in Breeders Cup Mile  '],0.0,1.0,0.0,0.0
1419,['Airbnb bans party houses after 5 people killed in California Halloween shooting  '],0.262,0.581,0.157,-0.4215
1420,['German city declares Nazi emergency  '],0.342,0.658,0.0,-0.3818
1421,['Football Tampines Rovers win 2019 Singapore Cup in thrilling final  '],0.0,0.566,0.434,0.7845
1422,['How to eat alone and like it The art of relishing the solo meal  '],0.105,0.628,0.267,0.4767
1423,['Fibre in whole fruits and grains protects against gut issues  '],0.0,0.813,0.187,0.3182
1424,['Can a restored Pompeii be saved from clambering tourists  '],0.0,0.574,0.426,0.6369
1425,['Bottas takes US pole Hamilton starts fifth  '],0.0,1.0,0.0,0.0
1426,['When Singapores best gives advice you listen The SEA Games marathon rookie being coached by the twotime champ '],0.0,0.7,0.3,0.8074
1427,['Celebrate Asia No bandung in Bandung but theres great coffee and street food  '],0.083,0.623,0.294,0.7227
1428,['Commentary When do you really need a property agent  '],0.0,1.0,0.0,0.0
1429,['Commentary When memory fails in old age  the fight for independence wellbeing shouldnt be a lonely one '],0.251,0.651,0.098,-0.509
1430,['Commentary Esports is the future of all sports  '],0.0,1.0,0.0,0.0
1431,['Football Real Madrid blow chance to go top after frustrating draw with Betis  '],0.164,0.621,0.215,-0.0258
1432,['Football Barcelona stunned by Levante sevenminute blitz but Atletico fail to capitalise  '],0.351,0.649,0.0,-0.714
1433,['In the business of love spontaneous marriage proposals are a regular affair  '],0.0,0.724,0.276,0.6369
1434,['How you can survive a plane crash its not as rare as you think  '],0.172,0.828,0.0,-0.4019
1435,['Football Relief for VillasBoas as Marseille win Depay rescues Lyon  '],0.0,0.465,0.535,0.8481
1436,['Football Depays late strike lifts Lyon with Toulouse win  '],0.113,0.602,0.286,0.5106
1437,['Forge beat Cavalry 10 to win Canadian Premier League  '],0.0,0.703,0.297,0.5859
1438,['Thailands critically endangered dugongs keep dying and humans are to blame  '],0.179,0.821,0.0,-0.34
1439,['Formula 1 Bottas on pole in Austin Hamilton starts fifth  '],0.0,1.0,0.0,0.0
1440,['Football Roma win again as Napolis frustrating run continues  '],0.197,0.544,0.259,0.2263
1441,['Juventus stay top and maintain winning routine against Torino  '],0.0,0.606,0.394,0.6369
1442,['China gives conditional OK to its first selfdeveloped Alzheimers drug  '],0.0,0.773,0.227,0.4466
1443,['Depays late strike lifts Lyon with Toulouse win  '],0.122,0.569,0.309,0.5106
1444,['IS claims responsibility for deadly Mali attacks on 50 soldiers  '],0.225,0.775,0.0,-0.4404
1445,['Firefighters make gains against wildfire in Southern California farm country  '],0.0,0.806,0.194,0.34
1446,['Macron comments on clandestine workers provokes anger in Bulgaria  '],0.429,0.571,0.0,-0.7184
1447,['At least 13 dead in car bomb in Syrian border town  '],0.429,0.571,0.0,-0.8176
1448,['French soldier killed day after deadly attack on Malian troops  '],0.458,0.542,0.0,-0.8225
1449,['Iraqi protesters security forces clash in capital  '],0.184,0.583,0.233,0.128
1450,['Thousands march for Scottish independence  '],0.0,1.0,0.0,0.0
1451,['Former McLaren and Ferrari engineer Fry joining Renault  '],0.0,1.0,0.0,0.0
1452,['Football Abraham guides Chelsea to 21 win over Watford  '],0.0,0.703,0.297,0.5859
1453,['Abraham guides Chelsea to 21 win over Watford  '],0.0,0.678,0.322,0.5859
1454,['Formula 1 Verstappen tops final practice for US Grand Prix  '],0.0,0.559,0.441,0.743
1455,['Football Lukaku scores two late goals as Inter win at angry Bologna  '],0.182,0.608,0.21,0.128
1456,['Football Atletico denied top spot after Costa misfires from spot  '],0.212,0.657,0.131,-0.2732
1457,['Atletico denied top spot after Costa misfires from spot  '],0.228,0.63,0.142,-0.2732
1458,['Football Jimenez header gives Wolves 11 draw at Arsenal  '],0.0,1.0,0.0,0.0
1459,['Football Barcelona crash to defeat at Levante after secondhalf collapse  '],0.527,0.473,0.0,-0.836
1460,['Football Blades cut Burnley down to size with Lundstram double  '],0.174,0.826,0.0,-0.2732
1461,['Football Aguero and Walker seal late victory for Manchester City  '],0.0,1.0,0.0,0.0
1462,['Football Patient Brighton beat Norwich 20  '],0.0,1.0,0.0,0.0
1463,['Football Mane caps Liverpool fightback Manchester City escape against Saints  '],0.0,0.855,0.145,0.1779
1464,['Tennis Holder Svitolina to face Barty in WTA Finals showdown  '],0.0,1.0,0.0,0.0
1465,['Tennis Impressive Djokovic beats Dimitrov as Nadal pulls out in Paris  '],0.0,0.769,0.231,0.5106
1466,['Football Frankfurt demolish 10man Bayern 51 Gladbach stay top  '],0.0,0.833,0.167,0.2023
1467,['Football Newcastle edge West Ham to move out of danger zone  '],0.236,0.764,0.0,-0.5267
1468,['Newcastle edge West Ham to move out of danger zone  '],0.254,0.746,0.0,-0.5267
1469,['Football Tampines Rovers win 2019 Singapore Cup  '],0.0,0.648,0.352,0.5859
1470,['Liverpool win with thrilling lastgasp comeback at Villa  '],0.0,0.504,0.496,0.7845
1471,['Patient Brighton beat Norwich 20  ']--,0.0,1.0,0.0,0.0
1472,['Roma win again as Napolis frustrating run continues  '],0.212,0.511,0.277,0.2263
1473,['Jimenez header gives Wolves 11 draw at Arsenal  '],0.0,1.0,0.0,0.0
1474,['Aguero and Walker seal late victory for Manchester City  '],0.0,1.0,0.0,0.0
1475,['Blades cut Burnley down to size with Lundstram double  '],0.189,0.811,0.0,-0.2732
1476,['Barca lose at Levante following secondhalf collapse  '],0.496,0.504,0.0,-0.7096
1477,['Serie A match briefly stopped because of antiNaples chanting  '],0.192,0.808,0.0,-0.2263
1478,['Frankfurt demolish 10man Bayern 51 Gladbach stay top  '],0.0,0.816,0.184,0.2023
1479,['Dortmund snap Wolfsburgs unbeaten run to move into second place  '],0.0,1.0,0.0,0.0
1480,['Attack on Mali military post kills 49 soldiers  '],0.304,0.696,0.0,-0.5423
1481,['Impressive Djokovic beats Dimitrov as Nadal pulls out in Paris  '],0.0,1.0,0.0,0.0
1482,['In election pitch Johnson backs his deal over nodeal Brexit  '],0.107,0.893,0.0,-0.0516
1483,['King ends Manchester United revival with Bournemouth winner  '],0.0,0.515,0.485,0.765
1484,['Asia must quit coal addiction UN chief  '],0.0,1.0,0.0,0.0
1485,['Ghost towns emerge from toxic mud of Brazil mining disaster  '],0.291,0.709,0.0,-0.6249
1486,['Iran unveils new antiUS murals at former embassy  '],0.0,1.0,0.0,0.0
1487,['Veretout penalty gives Rome 21 win over Napoli  '],0.217,0.507,0.275,0.2023
1488,['Have an old iPhone Update it or lose the Internet  '],0.213,0.787,0.0,-0.4019
1489,['Police believe Japans castle fire unlikely caused by arson Report  '],0.194,0.806,0.0,-0.34
1490,['Holder Svitolina to face Barty in WTA Finals showdown  '],0.0,1.0,0.0,0.0
1491,['Indonesias motorbike rider Munandar dies after crash at Sepang  '],0.231,0.769,0.0,-0.4019
1492,['Impressive Djokovic beats Dimitrov to reach Paris final  '],0.0,0.879,0.121,0.0258
1493,['Indonesias motorbike rider Munandar dies after crash at Sepang  '],0.231,0.769,0.0,-0.4019
1494,['Southeast Asian leaders meet FIFA chief amid World Cup bid talks  '],0.0,1.0,0.0,0.0
1495,['Onloan Turay strikes as Djurgarden snatch Swedish league title  '],0.217,0.783,0.0,-0.3612
1496,['UAW president to take leave of absence from Sunday  '],0.118,0.882,0.0,-0.0516
1497,['Buffetts Berkshire tops profit forecasts despite trade drag record cash  '],0.0,0.504,0.496,0.7824
1498,['Buffetts Berkshire tops profit forecasts despite trade cash drags  '],0.0,0.476,0.524,0.7729
1499,['Two koalas rescued in Australia bushfire but fate of hundreds unknown  '],0.0,0.853,0.147,0.2263
1500,['Buffetts Berkshire tops profit forecasts despite trade tensions  '],0.0,0.415,0.585,0.8155
1501,['I sell fruits because its fun 97yearold granny in viral post sees wave of kindness  '],0.0,0.69,0.31,0.743
1502,['Svitolina reaches WTA Finals showpiece as Bencic retires  '],0.0,0.87,0.13,0.0516
1503,['Bangladesh will welcome back Shakib despite mistake  Mahmudullah  '],0.0,0.582,0.418,0.6169
1504,['ASEAN members need to strengthen economic integration further liberalise trade PM Lee  '],0.0,0.839,0.161,0.3182
1505,['Buffetts Berkshire boosts operating profit as economy improves  '],0.0,0.429,0.571,0.7906
1506,['Rugby South Africa stick to coach Erasmus gladitorial gameplan in absorbing World Cup final '],0.0,1.0,0.0,0.0
1507,['Rugby Springboks blitz England to win third World Cup  '],0.0,0.703,0.297,0.5859
1508,['Englands Denly out of New Zealand T20 series with ankle injury  '],0.203,0.797,0.0,-0.4215
1509,['Rugby Springboks stick to Erasmus gladitorial gameplan to down England  '],0.0,1.0,0.0,0.0
1510,['Buffetts Berkshire reports higher quarterly operating profit  '],0.0,0.707,0.293,0.4404
1511,['President Halimah to make Singapores first state visit to Saudi Arabia  '],0.0,1.0,0.0,0.0
1512,['Rugby Springboks blitz England to win third World Cup  '],0.0,0.703,0.297,0.5859
1513,['Motorcycling Indonesias Munandar dies after crash at Sepang  '],0.252,0.748,0.0,-0.4019
1514,['Fire breaks out at Choa Chu Kang Cemetery  '],0.0,1.0,0.0,0.0
1515,['Fire breaks out at Choa Chu Kang Cemetery  '],0.0,1.0,0.0,0.0
1516,['Quartararo takes pole in Malaysia after Marquez crash  '],0.252,0.748,0.0,-0.4019
1517,['South Africa lead England 126 at halftime in RWC final  '],0.0,1.0,0.0,0.0
1518,['RT  In Bangkok for the next couple of days covering the 35th ASEANSummit This is the second of two meetings among that T'],0.0,1.0,0.0,0.0
1519,['Merkel urges Delhi to go green amid smog emergency  '],0.375,0.625,0.0,-0.5859
1520,['RT  Protesters have taken over Hennessy Road moving West towards Central Tear gas fired coming from Wan Chai '],0.244,0.756,0.0,-0.6705
1521,['England prop Sinckler knocked out in World Cup final  '],0.0,1.0,0.0,0.0
1522,['South Africas oldest rugby venue faces possible demolition  '],0.0,1.0,0.0,0.0
1523,['3 bodies found after South Korean helicopter crash near disputed islets  '],0.338,0.662,0.0,-0.6249
1524,['Hong Kong police fired several rounds of tear gas at the start of a march billed as a global emergency call for a '],0.246,0.754,0.0,-0.7351
1525,['WATCH Hong Kong police fire volleys of tear gas to break up a demonstration by thousands of protesters at a rally '],0.189,0.749,0.062,-0.4404
1526,['Southeast Asian leaders meet under USChina trade war cloud  '],0.302,0.698,0.0,-0.5994
1527,['Hong Kong protesters are gathered in Victoria Park for a march billed as a global emergency call for autonomy '],0.22,0.78,0.0,-0.5423
1528,['Zac Posens fashion label closes down as his company shutters its doors  '],0.0,1.0,0.0,0.0
1529,['And theyre off Annual Mediacorp Subaru Car Challenge flags off  '],0.0,0.885,0.115,0.0772
1530,['Southeast Asian leaders meet under USChina trade war cloud  '],0.302,0.698,0.0,-0.5994
1531,['Hong Kong protesters gather for emergency call for autonomy  '],0.36,0.64,0.0,-0.5423
1532,['Saudi Crown Prince approves announcement of Aramco IPO on Sunday  sources  '],0.0,0.803,0.197,0.4019
1533,['Thai cave reopens for visitors after Wild Boars rescue  '],0.0,0.732,0.268,0.5106
1534,['Fosun buys Thomas Cook brand for 11 million  '],0.0,1.0,0.0,0.0
1535,['Hong Kong braces for emergency protest call for autonomy  '],0.365,0.635,0.0,-0.5574
1536,['Vice in the heartlands 6 sex workers arrested in Woodlands  '],0.256,0.744,0.0,-0.4767
1537,['Fans mingle tension mounts ahead of World Cup final  '],0.204,0.796,0.0,-0.3182
1538,['Vietnam strongly condemns human trafficking after UK truck tragedy  '],0.458,0.417,0.125,-0.765
1539,['England Springboks aim to lift home gloom with rugby win  '],0.22,0.549,0.232,0.0516
1540,['Trump says Homeland Security official Chad Wolf will be new acting DHS secretary  '],0.0,0.844,0.156,0.34
1541,['Trump says angry majority supports him against impeachment drive  '],0.239,0.58,0.181,-0.2023
1542,['Mahathir says no to Goldmans 1MDB offer of under US2 billion FT  '],0.155,0.845,0.0,-0.296
1543,['Olympics Raisedfist Olympian Carlos has no regrets over 1968 protest  '],0.456,0.544,0.0,-0.6908
1544,['Southern California blaze sears homes orchards threatens oil fields  '],0.224,0.776,0.0,-0.3818
1545,['Fracking halted in England over earthquake fears  '],0.286,0.714,0.0,-0.4215
1546,['Hello Chicken Rice Barbie STB collaborates with Barbie and 18 local creatives  '],0.0,1.0,0.0,0.0
1547,['NUS study finds pig DNA in cuttlefish and prawn balls sold in Singapore  '],0.0,1.0,0.0,0.0
1548,['US energy chief Perry refuses to testify in Trump impeachment inquiry  '],0.0,0.84,0.16,0.2732
1549,['Jennifer Aniston is back on TV in more ways than one with The Morning Show  '],0.0,1.0,0.0,0.0
1550,['Lady Gaga to play scandalplagued Gucci wife in next feature film  '],0.0,0.821,0.179,0.34
1551,['Sugary drink ban tied to health improvements at US medical centre  '],0.226,0.629,0.145,-0.3182
1552,['Creative Capital Designer Wykidd Song returns with new label for new generation  '],0.0,1.0,0.0,0.0
1553,['Baffert eyes fourth Breeders Cup win with McKinzie  '],0.0,0.678,0.322,0.5859
1554,['How to make your travel clothes pop on Instagram Planning and packing  '],0.0,1.0,0.0,0.0
1555,['Horse racing Storm the Court wins Breeders Cup Juvenile in upset  '],0.16,0.613,0.227,0.2732
1556,['Football Sloppy PSG beaten by Dijon in Ligue 1  '],0.259,0.741,0.0,-0.4215
1557,['Brazil police arrest man said to be one of worlds most prolific human traffickers  '],0.146,0.854,0.0,-0.34
1558,['Tennis Nadal Djokovic edge closer to possible Paris final meeting  '],0.0,1.0,0.0,0.0
1559,['Steps count Could walking more help you sleep better  '],0.0,0.576,0.424,0.7089
1560,['Biden slips 2020 rival Warren answers critics on health costs  '],0.18,0.82,0.0,-0.296
1561,['Warrens big healthcare plan relies on big assumptions  '],0.0,1.0,0.0,0.0
1562,['Canadian ambassador says drug imports would not lower US prices  '],0.0,0.841,0.159,0.2235
1563,['Islamic States presence evolved worldwide despite Syria defeat US State Department  '],0.0,0.816,0.184,0.357
1564,['Brazil names Greekflagged tanker as top suspect in oil spills  '],0.169,0.692,0.138,-0.1027
1565,['Democrat ORourke drops out of 2020 presidential race  '],0.0,1.0,0.0,0.0
1566,['California Governor to convene meet of PGampE shareholders executives next week  '],0.0,1.0,0.0,0.0
1567,['Basketball Curry out for three months after surgery on hand say Warriors  '],0.0,0.789,0.211,0.4939
1568,['Meat lovers alert Fantastic dryaged beef and where to find it  '],0.0,0.495,0.505,0.8481
1569,['Commentary Jho Lows fantastic Houdini disappearing act  '],0.148,0.41,0.443,0.5574
1570,['Commentary Will killing Islamic State leader Baghdadi give Trump a boost in the polls  '],0.23,0.628,0.141,-0.4019
1571,['Extreme eating in Jakarta Kambing soup with brains eyes and ears finds new fans in the age of social media '],0.0,1.0,0.0,0.0
1572,['Leaked sex tapes and child porn A look into 13 illicit Telegram chat groups  '],0.0,1.0,0.0,0.0
1573,['After seven months heres what South Korea can teach us about 5G  '],0.0,1.0,0.0,0.0
1574,['Formula 1 Hamilton bounces back to dominate bumpy US GP practice  '],0.13,0.87,0.0,-0.128
1575,['Commentary Trump skips ASEANrelated summits again Its dj vu for Asia  '],0.0,1.0,0.0,0.0
1576,['SampP 500 Nasdaq end at records after strong US jobs data  '],0.0,0.769,0.231,0.5106
1577,['Hamilton signals he is ready to clinch title in style  '],0.0,0.8,0.2,0.3612
1578,['Sloppy PSG beaten by Dijon in Ligue 1  '],0.286,0.714,0.0,-0.4215
1579,['Saudi Crown Prince approves kickoff of Aramco IPO on Sunday sources  '],0.0,0.803,0.197,0.4019
1580,['Pompeo seeks faster progress with North Korea after rockets  '],0.0,0.763,0.237,0.4215
1581,['Recordbusting shoes loom large in marathon debate  '],0.213,0.787,0.0,-0.2263
1582,['Tennis Djokovic crushes Tsitsipas to set up Dimitrov semifinal in Paris  '],0.209,0.791,0.0,-0.4404
1583,['Protesters greet Breeders Cup patrons at Santa Anita  '],0.0,0.777,0.223,0.3182
1584,['California Governor to convene meet of PGampE shareholders execs next week  '],0.0,1.0,0.0,0.0
1585,['Multistate salmonella outbreak causes one death CDC  '],0.358,0.642,0.0,-0.5994
1586,['Aramco meets investors in lastminute bid to hit US2 trillion IPO target sources  '],0.0,1.0,0.0,0.0
1587,['Chiles middle class takes to streets over crushing debt  '],0.385,0.615,0.0,-0.6124
1588,['Eurosceptic Farage urges British PM to listen to Trump  '],0.0,1.0,0.0,0.0
1589,['De Beer appointed head of aerodynamics at Renault F1  '],0.0,1.0,0.0,0.0
1590,['UAW union leaders recommend approval of Ford labor deal  '],0.0,0.588,0.412,0.6808
1591,['Judge dismisses Uber lawsuit opposing New York City vehicle license caps  '],0.166,0.834,0.0,-0.2944
1592,['New York New York becomes Lonely Town Trump quits city he epitomised  '],0.172,0.828,0.0,-0.3612
1593,['Antiimmigrant rhetoric may put health of US Latinos at risk  '],0.174,0.826,0.0,-0.2732
1594,['FDA testing indicates Zantac does not form carcinogen in users  '],0.0,1.0,0.0,0.0
1595,['Formula One and ESPN sign new deal  '],0.0,1.0,0.0,0.0
1596,['Easing winds give firefighters a break in California wildfire battle  '],0.224,0.776,0.0,-0.3818
1597,['US extends divestiture deadline for sanctioned Russian firm GAZ  '],0.0,0.857,0.143,0.128
1598,['Trump nominates MD Anderson oncologist as US FDA Commissioner  '],0.0,1.0,0.0,0.0
1599,['Football Guardiola stands with Klopp over fixture congestion  '],0.0,1.0,0.0,0.0
1600,['Women lag men in receipt of kidney transplants dialysis  '],0.211,0.789,0.0,-0.34
1601,['USChina trade deal in sight after progress in highlevel talks  '],0.0,0.781,0.219,0.4215
1602,['Italys economy minister expressed appreciation to FCA Chairman for Peugeot deal Sources  '],0.0,0.784,0.216,0.5106
1603,['China US hold constructive call on trade minideal  '],0.0,1.0,0.0,0.0
1604,['Spain steps in to host COP25 climate summit as Greta asks for a lift  '],0.0,1.0,0.0,0.0
1605,['Barneys Madison Avenue store to remain open for at least a year  '],0.0,1.0,0.0,0.0
1606,['Russia shuts down top rights group amid crackdown on critics  '],0.169,0.692,0.138,-0.1027
1607,['Greta Thunberg seeks lift back across Atlantic to climate meet  '],0.0,1.0,0.0,0.0
1608,['Verstappen sets practice pace while Hamilton chills  '],0.0,1.0,0.0,0.0
1609,['US opens national security investigation into TikTok Sources  '],0.0,0.769,0.231,0.34
1610,['ATampT adds Seagate chairman Stephen Luczo to board  '],0.0,1.0,0.0,0.0
1611,['Italys economy minister expressed appreciation to FCA Chairman for Peugeot deal sources  '],0.0,0.784,0.216,0.5106
1612,['US Supreme Court to review SECs power to recover illgotten gains  '],0.0,0.625,0.375,0.7184
1613,['Jobs data trade progress boost SampP Nasdaq to records  '],0.0,0.593,0.407,0.6705
1614,['Apple asks US to waive tariffs on Chinesemade watches iPhone parts AirPods  '],0.0,1.0,0.0,0.0
1615,['US disappointed by WTO decision allowing China to slap trade sanctions on US goods  '],0.175,0.734,0.09,-0.3612
1616,['Musk to go off Twitter  again  ']-----,0.0,1.0,0.0,0.0
1617,['Novartis says delayed telling FDA of Zolgensma concern due to mistake  '],0.301,0.699,0.0,-0.5106
1618,['Hong Kong protestors say targeted by bulletproof HK Leaks site  '],0.0,1.0,0.0,0.0
1619,['Rugby New Zealand turn on style to clinch third at World Cup  '],0.0,1.0,0.0,0.0
1620,['Algeria protesters call for new revolution on independence anniversary  '],0.174,0.826,0.0,-0.2263
1621,['Dentist group says antibiotics not needed for most toothaches  '],0.0,1.0,0.0,0.0
1622,['Thailand unveils antifake news centre to police the Internet  '],0.0,1.0,0.0,0.0
1623,['Amazons bid to acquire stake in Indian retailer faces antitrust hurdle sources  '],0.0,1.0,0.0,0.0
1624,['After three rate cuts Fed policymakers are done for now  '],0.18,0.82,0.0,-0.296
1625,['SampP 500 Nasdaq hit record highs on US jobs report China data  '],0.0,1.0,0.0,0.0
1626,['Garcia setting new standards for Man City youngsters says Guardiola  '],0.0,1.0,0.0,0.0
1627,['Treatment of Assange putting his life at risk UN expert  '],0.174,0.826,0.0,-0.2732
1628,['Indian police rescue baby being buried alive  '],0.0,0.504,0.496,0.7096
1629,['Google buys wearables maker Fitbit for US21 billion  '],0.0,1.0,0.0,0.0
1630,['Football Lampard says Chelsea wary of wounded Watford  '],0.0,1.0,0.0,0.0
1631,['Football Tottenham need medicine of win at Everton says Pochettino  '],0.0,0.725,0.275,0.5859
1632,['Alibaba beats quarterly revenue estimates shares rise  '],0.0,0.761,0.239,0.296
1633,['Aramco meets investors in lastminute bid to hit US2 trillion IPO target sources  '],0.0,1.0,0.0,0.0
1634,['Tennis Dimitrov eases past Garin to reach Paris semifinals  '],0.0,0.702,0.298,0.34
1635,['Tennis Pliskova Svitolina through to semifinals in Shenzhen  '],0.0,1.0,0.0,0.0
1636,['Exxon Chevron earnings fall on lower oil and gas prices  '],0.18,0.82,0.0,-0.296
1637,['7 RSAF aircraft lands in Savarkar Internatonal Airport in India after technical issue with F16 '],0.0,1.0,0.0,0.0
1638,['Protesters march across the world for a better future  '],0.0,0.734,0.266,0.4404
1639,['Liverpool manager Klopp slams authorities over fixture congestion  '],0.0,1.0,0.0,0.0
1640,['Arsenal captain Xhaka will not play against Wolves  Emery  '],0.184,0.816,0.0,-0.2584
1641,['Exclusive US opens national security investigation into TikTok  sources  '],0.0,0.789,0.211,0.34
1642,['Cycling New British track bike breaking the mould for Tokyo  '],0.0,1.0,0.0,0.0
1643,['Mixed martial arts star McGregor convicted of assault fined 1000 euros  '],0.257,0.743,0.0,-0.5859
1644,['Dimitrov eases past Garin to reach Paris semifinals  '],0.0,0.673,0.327,0.34
1645,['WTO authorises Chinese tariffs on US36 billion in US goods in antidumping tiff  '],0.0,1.0,0.0,0.0
1646,['Cambodia says death of British tourist Amelia Bambridge was accidental drowning  '],0.342,0.658,0.0,-0.6369
1647,['Tottenham need medicine of win at Everton says Pochettino  '],0.0,0.703,0.297,0.5859
1648,['With chronic illness moving from pediatric to adult care takes planning  '],0.17,0.629,0.201,0.128
1649,['White House will look very carefully at Peugeot Fiat Chrysler deal Kudlow  '],0.0,0.87,0.13,0.2006
1650,['Rogue elephant named after Bin Laden kills five Indian villagers  '],0.259,0.741,0.0,-0.5423
1651,['SampP 500 Nasdaq hit record high on US jobs report China data  '],0.0,1.0,0.0,0.0
1652,['Football Arsenal captain Xhaka to miss Wolves clash as fan feud rumbles on  '],0.231,0.636,0.133,-0.1779
1653,['Athletics Belarusian high jumper suspended for doping  '],0.307,0.693,0.0,-0.4767
1654,['Southeast Asia leaders to push for progress on Chinabacked trade pact  '],0.0,0.797,0.203,0.4215
1655,['Google enters wearables market with US21 billion Fitbit deal  '],0.0,1.0,0.0,0.0
1656,['Three flight attendant unions say 737 MAX hearings were a step backward  '],0.0,1.0,0.0,0.0
1657,['Chevrons profit falls due to weaker oil and gas prices  '],0.196,0.608,0.196,0.0
1658,['US job growth slows less than expected despite GM strike  '],0.0,0.694,0.306,0.4534
1659,['Nordic and Baltic equity trading halted again by tech glitch  '],0.0,1.0,0.0,0.0
1660,['Outrage in Spain over verdict in gang sex attack on teen  '],0.211,0.68,0.109,-0.3612
1661,['Football Klopp searches for solution to Liverpools League Cup dilemma  '],0.131,0.692,0.177,0.1531
1662,['UBS could double Americas wealth business profit within a decade  '],0.0,0.567,0.433,0.7269
1663,['Rugby Hansen says World Cup pain will fuel All Blacks  '],0.248,0.752,0.0,-0.5106
1664,['With US hiring robust Feds rate pause gets buyin  '],0.0,0.789,0.211,0.34
1665,['Wall Street set for higher open on upbeat US jobs report China data  '],0.0,1.0,0.0,0.0
1666,['Google to buy Fitbit for US21 billion  '],0.0,1.0,0.0,0.0
1667,['Football Klopp hails local hero Trent AlexanderArnold ahead of 100th appearance  '],0.0,0.753,0.247,0.5574
1668,['Vietnam arrests two people questioning others over UK truck deaths Statement  '],0.301,0.699,0.0,-0.5106
1669,['Thailand unveils antifake news centre to police the internet  '],0.0,1.0,0.0,0.0
1670,['Warren details Medicare for All payment plan with no new taxes for middle class  '],0.136,0.864,0.0,-0.296
1671,['Futures extend gains as October job growth slows less than expected  '],0.0,0.573,0.427,0.6908
1672,['AbbVie boosts 2019 profit outlook as Humira helps beat revenue estimates  '],0.0,0.536,0.464,0.7783
1673,['Chevron profit falls as oil and gas prices weaken  '],0.204,0.584,0.212,0.0258
1674,['Wet weather to continue in first half of November Met Service  '],0.0,1.0,0.0,0.0
1675,['Four people shot dead at Halloween party in California  '],0.287,0.533,0.18,-0.3818
1676,['Warner steers Australia to series sweep of Sri Lanka  '],0.0,1.0,0.0,0.0
1677,['US October job growth slows less than expected  '],0.0,0.755,0.245,0.3818
1678,['Security officers wellequipped to handle abusive situations Industry associations  '],0.318,0.682,0.0,-0.6369
1679,['Football Inform Rashford faces fitness test ahead of Bournemouth clash  '],0.0,0.826,0.174,0.2732
1680,['AbbVie lifts 2019 profit forecast as Humira helps beat revenue estimates  '],0.0,0.645,0.355,0.6705
1681,['More healthcare subsidies from November with new CHAS Green cards  '],0.0,1.0,0.0,0.0
1682,['Phase one trade deal with China is in good shape US Commerce Secretary  '],0.0,0.818,0.182,0.4404
1683,['Hand yourselves in UK police tell Northern Irish brothers wanted over 39 truck deaths  '],0.0,1.0,0.0,0.0
1684,['Futures rise on bounce in China factory activity US jobs report awaited  '],0.084,0.916,0.0,-0.0258
1685,['Rugby New Zealand captain Read bows out in typical fashion  '],0.0,1.0,0.0,0.0
1686,['Wall Street Week Ahead Travel leisure company reports set to give view of economy consumer '],0.0,1.0,0.0,0.0
1687,['Change in security team at Eight Riversuites condo unrelated to Ramesh Erramalli incident  '],0.0,0.844,0.156,0.34
1688,['Memorable moments from Japans World Cup  '],0.0,1.0,0.0,0.0
1689,['AIG thirdquarter profit misses estimates  '],0.216,0.455,0.33,0.25
1690,['Bok captain in remarkable rags to riches rise  '],0.0,0.5,0.5,0.7906
1691,['Alibaba beats quarterly revenue estimates shares rise  '],0.0,0.761,0.239,0.296
1692,['Nissan picks American as finance chief as new generation takes helm  '],0.0,1.0,0.0,0.0
1693,['China calls for businesses to shut down ecigarette online shops  '],0.0,1.0,0.0,0.0
1694,['Itchy eyes sore throat but Bangladesh OK with Delhi air  '],0.119,0.614,0.266,0.4853
1695,['Martial key to unlocking Rashfords goalscoring touch says Solskjaer  '],0.0,1.0,0.0,0.0
1696,['Multicornered fight expected in Johors Tanjung Piai byelection a day ahead of nomination  '],0.178,0.822,0.0,-0.3818
1697,['Nasdaq to restart equity trading in Nordics and Baltics at 1200 GMT  '],0.0,1.0,0.0,0.0
1698,['Controversial Russian law to control internet enters force  '],0.0,1.0,0.0,0.0
1699,['New Zealand captain Williamsons bowling action given allclear  ICC  '],0.0,1.0,0.0,0.0
1700,['South Korea to host inaugural Asian womens Club Championship  '],0.0,0.756,0.244,0.4404
1701,['AIG posts quarterly profit as catastrophe losses drop  '],0.538,0.292,0.17,-0.743
1702,['Analysts slam Shell over buyback delay warning  '],0.593,0.407,0.0,-0.743
1703,['Football Howe backs Bournemouth to end goal drought  '],0.13,0.87,0.0,-0.0516
1704,['Iraqis pour into streets for biggest protest day since Saddam  '],0.167,0.833,0.0,-0.25
1705,['Why Brazils bid to lure low cost airlines may be doomed  '],0.387,0.613,0.0,-0.743
1706,['New Zealand take third place with sixtry win over Wales  '],0.0,0.725,0.275,0.5859
1707,['India orders IndiGo to replace all Pratt engines on Airbus A320neo planes  '],0.0,1.0,0.0,0.0
1708,['Carbon emissions PMDs CPF and the Sentosa Merlion among issues to be discussed in Parliament '],0.0,1.0,0.0,0.0
